expert_id,hypothesis_id,hypothesis,T_0_10,I_0_10,F_0_10,T,I,F,zone,paraconsistent
3,1,¿Lavarse las manos con jabon es efectivo para reducir la transmision de enfermedades infecciosas,8.0,3.0,0.0,0.8,0.3,0.0,Consensus,0
3,2,¿El ejercicio fisico regular reduce el riesgo de enfermedad cardiovascular,10.0,6.0,1.0,1.0,0.6,0.1,Ambiguity,1
3,3,¿Fumar tabaco aumenta significativamente el riesgo de cancer de pulmon,10.0,6.0,1.0,1.0,0.6,0.1,Ambiguity,1
3,4,¿La aspirina tiene propiedades antiplaquetarias que ayudan a prevenir coagulos,9.0,5.0,1.0,0.9,0.5,0.1,Ambiguity,0
3,5,¿La composicion del microbioma intestinal influye directamente en la salud mental a traves del eje intestino-cerebro,10.0,4.0,1.0,1.0,0.4,0.1,Ambiguity,1
3,6,¿Existe un vinculo causal entre el consumo de edulcorantes artificiales y un mayor riesgo de cancer,9.0,6.0,1.0,0.9,0.6,0.1,Ambiguity,0
3,7,¿Los adultos sanos deberian tomar suplementos multivitaminicos diarios para prevenir enfermedades cronicas,9.0,6.0,2.0,0.9,0.6,0.2,Ambiguity,1
3,8,¿Las redes celulares 5G pueden causar directamente infecciones de COVID-19,10.0,6.0,1.0,1.0,0.6,0.1,Ambiguity,1
3,9,¿La inversion del campo magnetico terrestre representa una amenaza inminente y directa para la salud humana,10.0,6.0,2.0,1.0,0.6,0.2,Ambiguity,1
3,10,¿La exposicion a la luz azul de las pantallas es una causa significativa de degeneracion macular,9.0,6.0,1.0,0.9,0.6,0.1,Ambiguity,0
3,11,¿La Declaracion Universal de los Derechos Humanos (1948) incluye el derecho a la educacion,9.0,6.0,1.0,0.9,0.6,0.1,Ambiguity,0
3,12,¿El PIB de la Union Europea esta entre los mas grandes del mundo,9.0,5.0,3.0,0.9,0.5,0.3,Ambiguity,1
3,13,¿La Organizacion Mundial del Comercio tiene un mecanismo de resolucion de disputas comerciales,9.0,6.0,1.0,0.9,0.6,0.1,Ambiguity,0
3,14,¿La Politica Agricola Comun de la UE es eficiente para apoyar a los agricultores de pequena escala,10.0,6.0,3.0,1.0,0.6,0.3,Ambiguity,1
3,15,¿El equilibrio geopolitico de poder cambiara significativamente debido al cambio climatico para 2050,10.0,6.0,3.0,1.0,0.6,0.3,Ambiguity,1
3,16,¿Los bancos centrales deberian adoptar monedas digitales (CBDC) para mejorar la politica monetaria,10.0,6.0,2.0,1.0,0.6,0.2,Ambiguity,1
3,17,¿Las sanciones economicas son una herramienta efectiva para cambiar el comportamiento de regimenes autoritarios,10.0,6.0,0.0,1.0,0.6,0.0,Ambiguity,0
3,18,¿La arquitectura Web3 e internet descentralizado es superior al modelo centralizado actual,10.0,6.0,0.0,1.0,0.6,0.0,Ambiguity,0
3,19,¿La arquitectura Transformer ha alcanzado sus limites fundamentales de escalabilidad para capacidades de IA,10.0,7.0,1.0,1.0,0.7,0.1,Ambiguity,1
3,20,¿La Ley de Moore sigue vigente en su formulacion original para la densidad de transistores,10.0,6.0,1.0,1.0,0.6,0.1,Ambiguity,1
3,21,¿La fusion nuclear ha logrado ganancia neta de energia sostenida en un reactor practico y escalable,10.0,5.0,1.0,1.0,0.5,0.1,Ambiguity,1
3,22,¿Los sistemas actuales de IA pueden lograr inteligencia artificial general (AGI),10.0,5.0,0.0,1.0,0.5,0.0,Ambiguity,0
3,23,¿El Metaverso se ha convertido en la plataforma principal para el trabajo diario y la interaccion social,10.0,6.0,1.0,1.0,0.6,0.1,Ambiguity,1
3,24,¿La privacidad diferencial es una tecnica suficiente para proteger datos individuales en aprendizaje automatico,10.0,5.0,2.0,1.0,0.5,0.2,Ambiguity,1
3,25,¿El entrenamiento de modelos grandes de IA contribuye significativamente a las emisiones globales de carbono,10.0,6.0,2.0,1.0,0.6,0.2,Ambiguity,1
3,26,¿Las celdas de combustible de hidrogeno se convertiran en la tecnologia dominante para transporte de larga distancia,10.0,6.0,1.0,1.0,0.6,0.1,Ambiguity,1
3,27,¿El xenotrasplante de organos de cerdo geneticamente modificados se convertira en practica medica rutinaria en 10 anos,10.0,6.0,1.0,1.0,0.6,0.1,Ambiguity,1
3,28,¿Los antibioticos son efectivos contra infecciones virales como el resfriado comun,10.0,7.0,1.0,1.0,0.7,0.1,Ambiguity,1
3,29,¿La tecnologia blockchain ha sido ampliamente adoptada para la gestion de cadenas de suministro empresariales,10.0,7.0,0.0,1.0,0.7,0.0,Ambiguity,0
3,30,¿La computacion cuantica es capaz de romper la encriptacion RSA-2048 con el hardware actualmente disponible,10.0,7.0,2.0,1.0,0.7,0.2,Ambiguity,1
4,1,¿Lavarse las manos con jabon es efectivo para reducir la transmision de enfermedades infecciosas,9.0,5.0,0.0,0.9,0.5,0.0,Ambiguity,0
4,2,¿El ejercicio fisico regular reduce el riesgo de enfermedad cardiovascular,9.0,2.0,0.0,0.9,0.2,0.0,Consensus,0
4,3,¿Fumar tabaco aumenta significativamente el riesgo de cancer de pulmon,10.0,2.0,0.0,1.0,0.2,0.0,Consensus,0
4,4,¿La aspirina tiene propiedades antiplaquetarias que ayudan a prevenir coagulos,10.0,6.0,1.0,1.0,0.6,0.1,Ambiguity,1
4,5,¿La composicion del microbioma intestinal influye directamente en la salud mental a traves del eje intestino-cerebro,10.0,7.0,1.0,1.0,0.7,0.1,Ambiguity,1
4,6,¿Existe un vinculo causal entre el consumo de edulcorantes artificiales y un mayor riesgo de cancer,10.0,0.0,1.0,1.0,0.0,0.1,Consensus,1
4,7,¿Los adultos sanos deberian tomar suplementos multivitaminicos diarios para prevenir enfermedades cronicas,8.0,3.0,0.0,0.8,0.3,0.0,Consensus,0
4,8,¿Las redes celulares 5G pueden causar directamente infecciones de COVID-19,9.0,2.0,1.0,0.9,0.2,0.1,Consensus,0
4,9,¿La inversion del campo magnetico terrestre representa una amenaza inminente y directa para la salud humana,10.0,3.0,1.0,1.0,0.3,0.1,Consensus,1
4,10,¿La exposicion a la luz azul de las pantallas es una causa significativa de degeneracion macular,10.0,6.0,2.0,1.0,0.6,0.2,Ambiguity,1
4,11,¿La Declaracion Universal de los Derechos Humanos (1948) incluye el derecho a la educacion,9.0,2.0,0.0,0.9,0.2,0.0,Consensus,0
4,12,¿El PIB de la Union Europea esta entre los mas grandes del mundo,8.0,3.0,2.0,0.8,0.3,0.2,Consensus,0
4,13,¿La Organizacion Mundial del Comercio tiene un mecanismo de resolucion de disputas comerciales,10.0,1.0,1.0,1.0,0.1,0.1,Consensus,1
4,14,¿La Politica Agricola Comun de la UE es eficiente para apoyar a los agricultores de pequena escala,10.0,1.0,0.0,1.0,0.1,0.0,Consensus,0
4,15,¿El equilibrio geopolitico de poder cambiara significativamente debido al cambio climatico para 2050,8.0,4.0,2.0,0.8,0.4,0.2,Ambiguity,0
4,16,¿Los bancos centrales deberian adoptar monedas digitales (CBDC) para mejorar la politica monetaria,10.0,3.0,0.0,1.0,0.3,0.0,Consensus,0
4,17,¿Las sanciones economicas son una herramienta efectiva para cambiar el comportamiento de regimenes autoritarios,9.0,1.0,1.0,0.9,0.1,0.1,Consensus,0
4,18,¿La arquitectura Web3 e internet descentralizado es superior al modelo centralizado actual,9.0,2.0,1.0,0.9,0.2,0.1,Consensus,0
4,19,¿La arquitectura Transformer ha alcanzado sus limites fundamentales de escalabilidad para capacidades de IA,10.0,0.0,0.0,1.0,0.0,0.0,Consensus,0
4,20,¿La Ley de Moore sigue vigente en su formulacion original para la densidad de transistores,9.0,2.0,1.0,0.9,0.2,0.1,Consensus,0
4,21,¿La fusion nuclear ha logrado ganancia neta de energia sostenida en un reactor practico y escalable,7.0,3.0,1.0,0.7,0.3,0.1,Consensus,0
4,22,¿Los sistemas actuales de IA pueden lograr inteligencia artificial general (AGI),10.0,2.0,0.0,1.0,0.2,0.0,Consensus,0
4,23,¿El Metaverso se ha convertido en la plataforma principal para el trabajo diario y la interaccion social,9.0,4.0,1.0,0.9,0.4,0.1,Ambiguity,0
4,24,¿La privacidad diferencial es una tecnica suficiente para proteger datos individuales en aprendizaje automatico,10.0,3.0,1.0,1.0,0.3,0.1,Consensus,1
4,25,¿El entrenamiento de modelos grandes de IA contribuye significativamente a las emisiones globales de carbono,9.0,5.0,0.0,0.9,0.5,0.0,Ambiguity,0
4,26,¿Las celdas de combustible de hidrogeno se convertiran en la tecnologia dominante para transporte de larga distancia,9.0,5.0,2.0,0.9,0.5,0.2,Ambiguity,1
4,27,¿El xenotrasplante de organos de cerdo geneticamente modificados se convertira en practica medica rutinaria en 10 anos,9.0,5.0,2.0,0.9,0.5,0.2,Ambiguity,1
4,28,¿Los antibioticos son efectivos contra infecciones virales como el resfriado comun,9.0,3.0,0.0,0.9,0.3,0.0,Consensus,0
4,29,¿La tecnologia blockchain ha sido ampliamente adoptada para la gestion de cadenas de suministro empresariales,10.0,6.0,2.0,1.0,0.6,0.2,Ambiguity,1
4,30,¿La computacion cuantica es capaz de romper la encriptacion RSA-2048 con el hardware actualmente disponible,10.0,5.0,0.0,1.0,0.5,0.0,Ambiguity,0
5,1,¿Lavarse las manos con jabon es efectivo para reducir la transmision de enfermedades infecciosas,8.0,8.0,8.0,0.8,0.8,0.8,Ambiguity,1
5,2,¿El ejercicio fisico regular reduce el riesgo de enfermedad cardiovascular,8.0,8.0,8.0,0.8,0.8,0.8,Ambiguity,1
5,3,¿Fumar tabaco aumenta significativamente el riesgo de cancer de pulmon,10.0,10.0,10.0,1.0,1.0,1.0,Ambiguity,1
5,4,¿La aspirina tiene propiedades antiplaquetarias que ayudan a prevenir coagulos,5.0,5.0,5.0,0.5,0.5,0.5,Ambiguity,0
5,5,¿La composicion del microbioma intestinal influye directamente en la salud mental a traves del eje intestino-cerebro,7.0,6.0,6.0,0.7,0.6,0.6,Ambiguity,1
5,6,¿Existe un vinculo causal entre el consumo de edulcorantes artificiales y un mayor riesgo de cancer,8.0,6.0,5.0,0.8,0.6,0.5,Ambiguity,1
5,7,¿Los adultos sanos deberian tomar suplementos multivitaminicos diarios para prevenir enfermedades cronicas,7.0,6.0,7.0,0.7,0.6,0.7,Ambiguity,1
5,8,¿Las redes celulares 5G pueden causar directamente infecciones de COVID-19,2.0,8.0,9.0,0.2,0.8,0.9,Ambiguity,1
5,9,¿La inversion del campo magnetico terrestre representa una amenaza inminente y directa para la salud humana,8.0,6.0,8.0,0.8,0.6,0.8,Ambiguity,1
5,10,¿La exposicion a la luz azul de las pantallas es una causa significativa de degeneracion macular,9.0,5.0,3.0,0.9,0.5,0.3,Ambiguity,1
5,11,¿La Declaracion Universal de los Derechos Humanos (1948) incluye el derecho a la educacion,6.0,3.0,7.0,0.6,0.3,0.7,Contradiction,1
5,12,¿El PIB de la Union Europea esta entre los mas grandes del mundo,7.0,6.0,5.0,0.7,0.6,0.5,Ambiguity,1
5,13,¿La Organizacion Mundial del Comercio tiene un mecanismo de resolucion de disputas comerciales,8.0,7.0,8.0,0.8,0.7,0.8,Ambiguity,1
5,14,¿La Politica Agricola Comun de la UE es eficiente para apoyar a los agricultores de pequena escala,8.0,5.0,8.0,0.8,0.5,0.8,Ambiguity,1
5,15,¿El equilibrio geopolitico de poder cambiara significativamente debido al cambio climatico para 2050,9.0,7.0,8.0,0.9,0.7,0.8,Ambiguity,1
5,16,¿Los bancos centrales deberian adoptar monedas digitales (CBDC) para mejorar la politica monetaria,7.0,6.0,8.0,0.7,0.6,0.8,Ambiguity,1
5,17,¿Las sanciones economicas son una herramienta efectiva para cambiar el comportamiento de regimenes autoritarios,9.0,7.0,5.0,0.9,0.7,0.5,Ambiguity,1
5,18,¿La arquitectura Web3 e internet descentralizado es superior al modelo centralizado actual,10.0,7.0,6.0,1.0,0.7,0.6,Ambiguity,1
5,19,¿La arquitectura Transformer ha alcanzado sus limites fundamentales de escalabilidad para capacidades de IA,10.0,10.0,5.0,1.0,1.0,0.5,Ambiguity,1
5,20,¿La Ley de Moore sigue vigente en su formulacion original para la densidad de transistores,8.0,6.0,6.0,0.8,0.6,0.6,Ambiguity,1
5,21,¿La fusion nuclear ha logrado ganancia neta de energia sostenida en un reactor practico y escalable,8.0,6.0,3.0,0.8,0.6,0.3,Ambiguity,1
5,22,¿Los sistemas actuales de IA pueden lograr inteligencia artificial general (AGI),8.0,10.0,10.0,0.8,1.0,1.0,Ambiguity,1
5,23,¿El Metaverso se ha convertido en la plataforma principal para el trabajo diario y la interaccion social,1.0,2.0,3.0,0.1,0.2,0.3,Ignorance,0
5,24,¿La privacidad diferencial es una tecnica suficiente para proteger datos individuales en aprendizaje automatico,10.0,9.0,7.0,1.0,0.9,0.7,Ambiguity,1
5,25,¿El entrenamiento de modelos grandes de IA contribuye significativamente a las emisiones globales de carbono,10.0,9.0,8.0,1.0,0.9,0.8,Ambiguity,1
5,26,¿Las celdas de combustible de hidrogeno se convertiran en la tecnologia dominante para transporte de larga distancia,9.0,10.0,8.0,0.9,1.0,0.8,Ambiguity,1
5,27,¿El xenotrasplante de organos de cerdo geneticamente modificados se convertira en practica medica rutinaria en 10 anos,10.0,9.0,10.0,1.0,0.9,1.0,Ambiguity,1
5,28,¿Los antibioticos son efectivos contra infecciones virales como el resfriado comun,8.0,9.0,9.0,0.8,0.9,0.9,Ambiguity,1
5,29,¿La tecnologia blockchain ha sido ampliamente adoptada para la gestion de cadenas de suministro empresariales,10.0,9.0,9.0,1.0,0.9,0.9,Ambiguity,1
5,30,¿La computacion cuantica es capaz de romper la encriptacion RSA-2048 con el hardware actualmente disponible,9.0,9.0,9.0,0.9,0.9,0.9,Ambiguity,1
7,1,¿Lavarse las manos con jabon es efectivo para reducir la transmision de enfermedades infecciosas,5.0,5.0,5.0,0.5,0.5,0.5,Ambiguity,0
7,2,¿El ejercicio fisico regular reduce el riesgo de enfermedad cardiovascular,5.0,5.0,5.0,0.5,0.5,0.5,Ambiguity,0
7,3,¿Fumar tabaco aumenta significativamente el riesgo de cancer de pulmon,5.0,5.0,5.0,0.5,0.5,0.5,Ambiguity,0
7,4,¿La aspirina tiene propiedades antiplaquetarias que ayudan a prevenir coagulos,5.0,5.0,5.0,0.5,0.5,0.5,Ambiguity,0
7,5,¿La composicion del microbioma intestinal influye directamente en la salud mental a traves del eje intestino-cerebro,5.0,5.0,5.0,0.5,0.5,0.5,Ambiguity,0
7,6,¿Existe un vinculo causal entre el consumo de edulcorantes artificiales y un mayor riesgo de cancer,5.0,5.0,5.0,0.5,0.5,0.5,Ambiguity,0
7,7,¿Los adultos sanos deberian tomar suplementos multivitaminicos diarios para prevenir enfermedades cronicas,5.0,5.0,5.0,0.5,0.5,0.5,Ambiguity,0
7,8,¿Las redes celulares 5G pueden causar directamente infecciones de COVID-19,5.0,7.0,4.0,0.5,0.7,0.4,Ambiguity,0
7,9,¿La inversion del campo magnetico terrestre representa una amenaza inminente y directa para la salud humana,3.0,3.0,5.0,0.3,0.3,0.5,Ignorance,0
7,10,¿La exposicion a la luz azul de las pantallas es una causa significativa de degeneracion macular,5.0,5.0,5.0,0.5,0.5,0.5,Ambiguity,0
7,11,¿La Declaracion Universal de los Derechos Humanos (1948) incluye el derecho a la educacion,5.0,5.0,5.0,0.5,0.5,0.5,Ambiguity,0
7,12,¿El PIB de la Union Europea esta entre los mas grandes del mundo,5.0,5.0,5.0,0.5,0.5,0.5,Ambiguity,0
7,13,¿La Organizacion Mundial del Comercio tiene un mecanismo de resolucion de disputas comerciales,5.0,5.0,5.0,0.5,0.5,0.5,Ambiguity,0
7,14,¿La Politica Agricola Comun de la UE es eficiente para apoyar a los agricultores de pequena escala,5.0,5.0,5.0,0.5,0.5,0.5,Ambiguity,0
7,15,¿El equilibrio geopolitico de poder cambiara significativamente debido al cambio climatico para 2050,5.0,5.0,5.0,0.5,0.5,0.5,Ambiguity,0
7,16,¿Los bancos centrales deberian adoptar monedas digitales (CBDC) para mejorar la politica monetaria,5.0,5.0,5.0,0.5,0.5,0.5,Ambiguity,0
7,17,¿Las sanciones economicas son una herramienta efectiva para cambiar el comportamiento de regimenes autoritarios,5.0,5.0,5.0,0.5,0.5,0.5,Ambiguity,0
7,18,¿La arquitectura Web3 e internet descentralizado es superior al modelo centralizado actual,5.0,5.0,5.0,0.5,0.5,0.5,Ambiguity,0
7,19,¿La arquitectura Transformer ha alcanzado sus limites fundamentales de escalabilidad para capacidades de IA,4.0,5.0,5.0,0.4,0.5,0.5,Ambiguity,0
7,20,¿La Ley de Moore sigue vigente en su formulacion original para la densidad de transistores,5.0,5.0,5.0,0.5,0.5,0.5,Ambiguity,0
7,21,¿La fusion nuclear ha logrado ganancia neta de energia sostenida en un reactor practico y escalable,5.0,5.0,5.0,0.5,0.5,0.5,Ambiguity,0
7,22,¿Los sistemas actuales de IA pueden lograr inteligencia artificial general (AGI),5.0,5.0,5.0,0.5,0.5,0.5,Ambiguity,0
7,23,¿El Metaverso se ha convertido en la plataforma principal para el trabajo diario y la interaccion social,5.0,5.0,5.0,0.5,0.5,0.5,Ambiguity,0
7,24,¿La privacidad diferencial es una tecnica suficiente para proteger datos individuales en aprendizaje automatico,5.0,5.0,5.0,0.5,0.5,0.5,Ambiguity,0
7,25,¿El entrenamiento de modelos grandes de IA contribuye significativamente a las emisiones globales de carbono,5.0,5.0,5.0,0.5,0.5,0.5,Ambiguity,0
7,26,¿Las celdas de combustible de hidrogeno se convertiran en la tecnologia dominante para transporte de larga distancia,5.0,5.0,5.0,0.5,0.5,0.5,Ambiguity,0
7,27,¿El xenotrasplante de organos de cerdo geneticamente modificados se convertira en practica medica rutinaria en 10 anos,5.0,5.0,5.0,0.5,0.5,0.5,Ambiguity,0
7,28,¿Los antibioticos son efectivos contra infecciones virales como el resfriado comun,5.0,5.0,5.0,0.5,0.5,0.5,Ambiguity,0
7,29,¿La tecnologia blockchain ha sido ampliamente adoptada para la gestion de cadenas de suministro empresariales,5.0,5.0,5.0,0.5,0.5,0.5,Ambiguity,0
7,30,¿La computacion cuantica es capaz de romper la encriptacion RSA-2048 con el hardware actualmente disponible,5.0,5.0,5.0,0.5,0.5,0.5,Ambiguity,0
8,1,¿Lavarse las manos con jabon es efectivo para reducir la transmision de enfermedades infecciosas,5.0,3.0,7.0,0.5,0.3,0.7,Contradiction,1
8,2,¿El ejercicio fisico regular reduce el riesgo de enfermedad cardiovascular,8.0,5.0,0.0,0.8,0.5,0.0,Ambiguity,0
8,3,¿Fumar tabaco aumenta significativamente el riesgo de cancer de pulmon,10.0,7.0,2.0,1.0,0.7,0.2,Ambiguity,1
8,4,¿La aspirina tiene propiedades antiplaquetarias que ayudan a prevenir coagulos,7.0,6.0,6.0,0.7,0.6,0.6,Ambiguity,1
8,5,¿La composicion del microbioma intestinal influye directamente en la salud mental a traves del eje intestino-cerebro,5.0,5.0,5.0,0.5,0.5,0.5,Ambiguity,0
8,6,¿Existe un vinculo causal entre el consumo de edulcorantes artificiales y un mayor riesgo de cancer,9.0,7.0,1.0,0.9,0.7,0.1,Ambiguity,0
8,7,¿Los adultos sanos deberian tomar suplementos multivitaminicos diarios para prevenir enfermedades cronicas,9.0,7.0,8.0,0.9,0.7,0.8,Ambiguity,1
8,8,¿Las redes celulares 5G pueden causar directamente infecciones de COVID-19,0.0,0.0,9.0,0.0,0.0,0.9,Ignorance,0
8,9,¿La inversion del campo magnetico terrestre representa una amenaza inminente y directa para la salud humana,2.0,3.0,7.0,0.2,0.3,0.7,Ignorance,0
8,10,¿La exposicion a la luz azul de las pantallas es una causa significativa de degeneracion macular,4.0,4.0,7.0,0.4,0.4,0.7,Ambiguity,1
8,11,¿La Declaracion Universal de los Derechos Humanos (1948) incluye el derecho a la educacion,5.0,5.0,4.0,0.5,0.5,0.4,Ambiguity,0
8,12,¿El PIB de la Union Europea esta entre los mas grandes del mundo,7.0,6.0,4.0,0.7,0.6,0.4,Ambiguity,1
8,13,¿La Organizacion Mundial del Comercio tiene un mecanismo de resolucion de disputas comerciales,4.0,7.0,6.0,0.4,0.7,0.6,Ambiguity,0
8,14,¿La Politica Agricola Comun de la UE es eficiente para apoyar a los agricultores de pequena escala,4.0,8.0,3.0,0.4,0.8,0.3,Ambiguity,0
8,15,¿El equilibrio geopolitico de poder cambiara significativamente debido al cambio climatico para 2050,8.0,6.0,5.0,0.8,0.6,0.5,Ambiguity,1
8,16,¿Los bancos centrales deberian adoptar monedas digitales (CBDC) para mejorar la politica monetaria,6.0,4.0,9.0,0.6,0.4,0.9,Ambiguity,1
8,17,¿Las sanciones economicas son una herramienta efectiva para cambiar el comportamiento de regimenes autoritarios,6.0,3.0,7.0,0.6,0.3,0.7,Contradiction,1
8,18,¿La arquitectura Web3 e internet descentralizado es superior al modelo centralizado actual,2.0,7.0,2.0,0.2,0.7,0.2,Ambiguity,0
8,19,¿La arquitectura Transformer ha alcanzado sus limites fundamentales de escalabilidad para capacidades de IA,7.0,2.0,7.0,0.7,0.2,0.7,Contradiction,1
8,20,¿La Ley de Moore sigue vigente en su formulacion original para la densidad de transistores,8.0,3.0,5.0,0.8,0.3,0.5,Contradiction,1
8,21,¿La fusion nuclear ha logrado ganancia neta de energia sostenida en un reactor practico y escalable,6.0,8.0,6.0,0.6,0.8,0.6,Ambiguity,1
8,22,¿Los sistemas actuales de IA pueden lograr inteligencia artificial general (AGI),6.0,3.0,6.0,0.6,0.3,0.6,Contradiction,1
8,23,¿El Metaverso se ha convertido en la plataforma principal para el trabajo diario y la interaccion social,2.0,4.0,8.0,0.2,0.4,0.8,Ambiguity,0
8,24,¿La privacidad diferencial es una tecnica suficiente para proteger datos individuales en aprendizaje automatico,6.0,3.0,10.0,0.6,0.3,1.0,Contradiction,1
8,25,¿El entrenamiento de modelos grandes de IA contribuye significativamente a las emisiones globales de carbono,2.0,6.0,7.0,0.2,0.6,0.7,Ambiguity,0
8,26,¿Las celdas de combustible de hidrogeno se convertiran en la tecnologia dominante para transporte de larga distancia,6.0,3.0,5.0,0.6,0.3,0.5,Contradiction,1
8,27,¿El xenotrasplante de organos de cerdo geneticamente modificados se convertira en practica medica rutinaria en 10 anos,8.0,2.0,8.0,0.8,0.2,0.8,Contradiction,1
8,28,¿Los antibioticos son efectivos contra infecciones virales como el resfriado comun,6.0,4.0,7.0,0.6,0.4,0.7,Ambiguity,1
8,29,¿La tecnologia blockchain ha sido ampliamente adoptada para la gestion de cadenas de suministro empresariales,5.0,8.0,2.0,0.5,0.8,0.2,Ambiguity,0
8,30,¿La computacion cuantica es capaz de romper la encriptacion RSA-2048 con el hardware actualmente disponible,8.0,3.0,9.0,0.8,0.3,0.9,Contradiction,1
9,1,¿Lavarse las manos con jabon es efectivo para reducir la transmision de enfermedades infecciosas,10.0,1.0,0.0,1.0,0.1,0.0,Consensus,0
9,2,¿El ejercicio fisico regular reduce el riesgo de enfermedad cardiovascular,10.0,1.0,0.0,1.0,0.1,0.0,Consensus,0
9,3,¿Fumar tabaco aumenta significativamente el riesgo de cancer de pulmon,10.0,0.0,0.0,1.0,0.0,0.0,Consensus,0
9,4,¿La aspirina tiene propiedades antiplaquetarias que ayudan a prevenir coagulos,10.0,1.0,0.0,1.0,0.1,0.0,Consensus,0
9,5,¿La composicion del microbioma intestinal influye directamente en la salud mental a traves del eje intestino-cerebro,7.0,6.0,1.0,0.7,0.6,0.1,Ambiguity,0
9,6,¿Existe un vinculo causal entre el consumo de edulcorantes artificiales y un mayor riesgo de cancer,2.0,6.0,7.0,0.2,0.6,0.7,Ambiguity,0
9,7,¿Los adultos sanos deberian tomar suplementos multivitaminicos diarios para prevenir enfermedades cronicas,2.0,4.0,7.0,0.2,0.4,0.7,Ambiguity,0
9,8,¿Las redes celulares 5G pueden causar directamente infecciones de COVID-19,0.0,0.0,10.0,0.0,0.0,1.0,Ignorance,0
9,9,¿La inversion del campo magnetico terrestre representa una amenaza inminente y directa para la salud humana,1.0,5.0,8.0,0.1,0.5,0.8,Ambiguity,0
9,10,¿La exposicion a la luz azul de las pantallas es una causa significativa de degeneracion macular,2.0,5.0,7.0,0.2,0.5,0.7,Ambiguity,0
9,11,¿La Declaracion Universal de los Derechos Humanos (1948) incluye el derecho a la educacion,10.0,0.0,0.0,1.0,0.0,0.0,Consensus,0
9,12,¿El PIB de la Union Europea esta entre los mas grandes del mundo,10.0,1.0,0.0,1.0,0.1,0.0,Consensus,0
9,13,¿La Organizacion Mundial del Comercio tiene un mecanismo de resolucion de disputas comerciales,10.0,1.0,0.0,1.0,0.1,0.0,Consensus,0
9,14,¿La Politica Agricola Comun de la UE es eficiente para apoyar a los agricultores de pequena escala,5.0,5.0,5.0,0.5,0.5,0.5,Ambiguity,0
9,15,¿El equilibrio geopolitico de poder cambiara significativamente debido al cambio climatico para 2050,7.0,7.0,2.0,0.7,0.7,0.2,Ambiguity,0
9,16,¿Los bancos centrales deberian adoptar monedas digitales (CBDC) para mejorar la politica monetaria,6.0,7.0,4.0,0.6,0.7,0.4,Ambiguity,0
9,17,¿Las sanciones economicas son una herramienta efectiva para cambiar el comportamiento de regimenes autoritarios,5.0,7.0,5.0,0.5,0.7,0.5,Ambiguity,0
9,18,¿La arquitectura Web3 e internet descentralizado es superior al modelo centralizado actual,5.0,8.0,5.0,0.5,0.8,0.5,Ambiguity,0
9,19,¿La arquitectura Transformer ha alcanzado sus limites fundamentales de escalabilidad para capacidades de IA,3.0,8.0,6.0,0.3,0.8,0.6,Ambiguity,0
9,20,¿La Ley de Moore sigue vigente en su formulacion original para la densidad de transistores,3.0,5.0,7.0,0.3,0.5,0.7,Ambiguity,0
